batch_size,epochs_trained,f1_cuisine,f1_dietaryRestriction,f1_duration,f1_easyKeyWord,f1_filterType,f1_ingredient,f1_mealType,f1_recipe,final_training_loss,intent_accuracy,intent_macro_f1,intent_weighted_f1,learning_rate,max_length,merged_macro_f1,merged_weighted_f1,num_epochs,slot_accuracy,slot_macro_f1,slot_weighted_f1,training_time_seconds
8,10,0.9669211195928753,0.9174311926605505,0.8312412831241283,0.7418546365914787,0.7841409691629956,0.9398340248962656,0.8380462724935732,0.9344115004492363,0.05671736813513687,0.9412269412269412,0.923080336432352,0.9409655225490912,1e-05,32,0.8692351248713879,0.8900131279576284,10,0.9936186186186187,0.8189299194575653,0.9934610023876331,167.73222303390503
8,10,0.9305912596401028,0.8678414096916299,0.791268758526603,0.6666666666666666,0.656084656084656,0.8936170212765957,0.732620320855615,0.9544626593806922,0.05573927926565054,0.9244959244959245,0.9059416545843425,0.9246164550408783,1e-05,48,0.8116440940153201,0.8488326533459031,10,0.9945302445302445,0.7601322268149522,0.9943846685968997,193.24065256118774
8,10,0.9587628865979382,0.9243119266055045,0.8648648648648649,0.80306905370844,0.7887323943661971,0.9399796541200407,0.8753180661577609,0.95929203539823,0.04160542901805832,0.9360789360789361,0.9131497791638372,0.9349623393646554,2e-05,32,0.889291360227372,0.9089584097146857,10,0.9944095881595881,0.876469897590419,0.9943980726574544,167.74293518066406
8,10,0.9587628865979382,0.9218390804597701,0.8657105606258149,0.7580645161290323,0.7848101265822784,0.9206349206349206,0.8333333333333334,0.9571428571428572,0.0388628832539279,0.9296439296439296,0.9052035651747309,0.9279630356597345,2e-05,48,0.8750372851882431,0.8977793837337339,10,0.996049621049621,0.858293420489788,0.9960314650957475,193.3090465068817
8,10,0.9664082687338501,0.9424206815511164,0.8854568854568855,0.7828282828282829,0.7707317073170732,0.9405737704918032,0.8695652173913043,0.9668161434977578,0.04470377601648337,0.924924924924925,0.8971282527527471,0.9239985233643179,3e-05,32,0.8906001196585092,0.914768935360363,10,0.9948251823251824,0.869098045760894,0.994746679277164,167.79773354530334
8,10,0.9538461538461539,0.9153318077803204,0.8469656992084432,0.8020304568527918,0.6907216494845361,0.9362139917695473,0.8477157360406091,0.9322191272051996,0.061117588733121064,0.9274989274989275,0.8987121698966745,0.9265162661635536,3e-05,48,0.8656305777734502,0.891208349526558,10,0.9957368082368082,0.823862646708117,0.9956330601346767,193.34343576431274
8,10,0.9528795811518325,0.919674039580908,0.8641655886157826,0.7815533980582524,0.8288288288288288,0.9325025960539979,0.8571428571428571,0.9517857142857142,0.10562020708648112,0.9356499356499357,0.9130100796983432,0.9354295681356368,5e-05,32,0.8860665754647716,0.9033584316157113,10,0.9941950879450879,0.8563573297882294,0.9941633977004514,167.89087462425232
8,10,0.9616368286445013,0.9382422802850356,0.8858560794044665,0.8115183246073299,0.8185654008438819,0.9295774647887324,0.8429319371727748,0.9640933572710951,0.09242540582567621,0.9347919347919348,0.9160912297609658,0.933865708472175,5e-05,48,0.8940527091272272,0.9134055273203953,10,0.9963266838266839,0.8770837220181786,0.9963336490522449,193.3379385471344
16,10,0.9309462915601023,0.8997722095671982,0.7898448519040903,0.6573426573426573,0.5921787709497207,0.9060336300692384,0.7710144927536232,0.9432234432234432,0.0654203076693994,0.9369369369369369,0.9146848572246069,0.9360002110635022,1e-05,32,0.8112945434212592,0.8532887731578274,10,0.9920232732732732,0.759310810754712,0.9917275805073362,109.12942719459534
16,10,0.885,0.6714542190305206,0.7485714285714286,0.17592592592592593,0.4342105263157895,0.8924302788844621,0.38095238095238093,0.9396939693969397,0.07680100644035126,0.9352209352209352,0.9109102772596825,0.934561094233377,1e-05,48,0.6410298411346809,0.7281192355139945,10,0.991974116974117,0.5606605050971966,0.990950836475328,131.2738482952118
16,10,0.9667519181585678,0.9301260022909508,0.8493506493506493,0.8157248157248157,0.7649769585253456,0.9455292908530318,0.8480392156862745,0.9591474245115453,0.05163821993645892,0.9322179322179323,0.9097473096944464,0.9314351710900629,2e-05,32,0.8849557843876477,0.9069247663327556,10,0.9943425568425568,0.8338558760120468,0.9942775788917223,109.12136793136597
16,10,0.9432989690721649,0.9207807118254879,0.8579017264276229,0.7286821705426356,0.7298578199052133,0.9376979936642027,0.7138964577656676,0.9497797356828194,0.045910363207890915,0.9360789360789361,0.9154162916325329,0.9359701778717013,2e-05,48,0.8477369481107268,0.883002839241374,10,0.9954865579865579,0.7907774087223799,0.9953354284559343,131.3196415901184
16,10,0.9593908629441624,0.9144811858608894,0.8767471410419314,0.7835051546391752,0.7592592592592593,0.934560327198364,0.8707124010554089,0.957847533632287,0.04546447750736973,0.9257829257829258,0.8990888286952096,0.9241458908468972,3e-05,32,0.8820629832039347,0.90475859173097,10,0.9943559631059631,0.8771894566745887,0.9943376527527192,109.16556549072266
16,10,0.953125,0.9191685912240185,0.8857509627727856,0.7835616438356164,0.7547169811320755,0.9311740890688259,0.8341968911917098,0.9622302158273381,0.042922899342461754,0.9407979407979408,0.91950998182154,0.9404989858842367,3e-05,48,0.8779905468815462,0.9038138918490505,10,0.9960674960674961,0.8280639361373255,0.995969498943555,131.31896591186523
